0.000000e+00	0.000000e+00	0.000000e+00	2.267918e-03	-2.104852e-04
0.000000e+00	0.000000e+00	0.000000e+00	2.267918e-03	-2.529396e-04
0.000000e+00	0.000000e+00	0.000000e+00	2.267918e-03	-2.376785e-03
0.000000e+00	0.000000e+00	0.000000e+00	2.267918e-03	-3.535172e-03
0.000000e+00	0.000000e+00	0.000000e+00	2.267918e-03	5.778609e-03
-6.032793e-04	-6.032793e-06	6.032793e-06	2.267918e-03	2.250849e-02
-5.410625e-02	-5.470349e-04	5.470349e-04	2.267798e-03	2.996326e-02
-2.004151e-01	-2.545716e-03	2.545716e-03	2.265019e-03	2.036199e-02
1.504388e-02	-2.369820e-03	2.369820e-03	2.262953e-03	1.262314e-02
-8.550781e-03	-2.431629e-03	2.431629e-03	2.260767e-03	3.801960e-03
-8.384614e-02	-3.245774e-03	3.245774e-03	2.255201e-03	-3.523550e-03
-8.937997e-02	-4.107116e-03	4.107116e-03	2.246210e-03	-8.641095e-03
-4.097712e-02	-4.475816e-03	4.475816e-03	2.236314e-03	-1.334889e-02
-5.041452e-03	-4.481473e-03	4.481473e-03	2.227195e-03	-1.449022e-02
-1.323504e-04	-4.437982e-03	4.437982e-03	2.218983e-03	-1.203999e-02
-1.618739e-06	-4.393618e-03	4.393618e-03	2.211592e-03	-9.069036e-03
-4.296260e-06	-4.349725e-03	4.349725e-03	2.204940e-03	-8.553220e-03
0.000000e+00	-4.306227e-03	4.306227e-03	2.198953e-03	-5.744038e-03
0.000000e+00	-4.263165e-03	4.263165e-03	2.193565e-03	-4.353401e-03
0.000000e+00	-4.220533e-03	4.220533e-03	2.188716e-03	-4.830209e-03
0.000000e+00	-4.178328e-03	4.178328e-03	2.184351e-03	-7.221632e-03
0.000000e+00	-4.136545e-03	4.136545e-03	2.180423e-03	-1.050524e-02
0.000000e+00	-4.095179e-03	4.095179e-03	2.176888e-03	-1.210438e-02
0.000000e+00	-4.054228e-03	4.054228e-03	2.173707e-03	-1.240499e-02
0.000000e+00	-4.013685e-03	4.013685e-03	2.170843e-03	-1.124237e-02
1.811894e-05	-3.973367e-03	3.973367e-03	2.168266e-03	-8.394261e-03
3.611766e-04	-3.930022e-03	3.930022e-03	2.165950e-03	-7.563409e-03
9.617348e-04	-3.881104e-03	3.881104e-03	2.163872e-03	-9.739957e-03
1.155698e-03	-3.830736e-03	3.830736e-03	2.162011e-03	-1.316516e-02
3.944915e-03	-3.752980e-03	3.752980e-03	2.160364e-03	-2.175578e-02
6.374591e-03	-3.651704e-03	3.651704e-03	2.158935e-03	-2.659460e-02
-7.228007e-03	-3.687467e-03	3.687467e-03	2.157586e-03	-2.610952e-02
-1.601431e-01	-5.252024e-03	5.252024e-03	2.154966e-03	-3.710129e-02
0.000000e+00	-5.199503e-03	5.199503e-03	2.152609e-03	-3.901162e-02
0.000000e+00	-5.147508e-03	5.147508e-03	2.150487e-03	-4.419060e-02
0.000000e+00	-5.096033e-03	5.096033e-03	2.148577e-03	-4.563497e-02
0.000000e+00	-5.045073e-03	5.045073e-03	2.146858e-03	-3.409297e-02
0.000000e+00	-4.994622e-03	4.994622e-03	2.145312e-03	-3.061244e-02
0.000000e+00	-4.944676e-03	4.944676e-03	2.143919e-03	-3.158238e-02
0.000000e+00	-4.895229e-03	4.895229e-03	2.142666e-03	-3.857814e-02
0.000000e+00	-4.846277e-03	4.846277e-03	2.141539e-03	-4.809908e-02
0.000000e+00	-4.797814e-03	4.797814e-03	2.140524e-03	-5.241413e-02
0.000000e+00	-4.749836e-03	4.749836e-03	2.139610e-03	-5.428499e-02
0.000000e+00	-4.702338e-03	4.702338e-03	2.138788e-03	-5.342779e-02
0.000000e+00	-4.655314e-03	4.655314e-03	2.138049e-03	-4.585412e-02
0.000000e+00	-4.608761e-03	4.608761e-03	2.137383e-03	-3.237665e-02
0.000000e+00	-4.562674e-03	4.562674e-03	2.136783e-03	-2.874290e-02
0.000000e+00	-4.517047e-03	4.517047e-03	2.136244e-03	-2.907531e-02
0.000000e+00	-4.471876e-03	4.471876e-03	2.135759e-03	-3.043303e-02
0.000000e+00	-4.427158e-03	4.427158e-03	2.135322e-03	-3.880563e-02
0.000000e+00	-4.382886e-03	4.382886e-03	2.134929e-03	-3.360900e-02
0.000000e+00	-4.339057e-03	4.339057e-03	2.134575e-03	-1.497364e-02
0.000000e+00	-4.295667e-03	4.295667e-03	2.134256e-03	-6.659025e-03
0.000000e+00	-4.252710e-03	4.252710e-03	2.133970e-03	-4.020770e-03
0.000000e+00	-4.210183e-03	4.210183e-03	2.133712e-03	-2.806212e-03
0.000000e+00	-4.168081e-03	4.168081e-03	2.133479e-03	-2.105088e-03
0.000000e+00	-4.126400e-03	4.126400e-03	2.133271e-03	-3.753228e-02
0.000000e+00	-4.085136e-03	4.085136e-03	2.133082e-03	-5.935889e-02
0.000000e+00	-4.044285e-03	4.044285e-03	2.132913e-03	-5.578794e-02
0.000000e+00	-4.003842e-03	4.003842e-03	2.132761e-03	-4.667301e-02
0.000000e+00	-3.963804e-03	3.963804e-03	2.132624e-03	-3.968610e-02
0.000000e+00	-3.924166e-03	3.924166e-03	2.132500e-03	-3.732510e-02
0.000000e+00	-3.884924e-03	3.884924e-03	2.132389e-03	-4.181069e-02
0.000000e+00	-3.846075e-03	3.846075e-03	2.132289e-03	-4.663202e-02
0.000000e+00	-3.807614e-03	3.807614e-03	2.132199e-03	-5.342325e-02
0.000000e+00	-3.769538e-03	3.769538e-03	2.132119e-03	-5.649531e-02
0.000000e+00	-3.731842e-03	3.731842e-03	2.132046e-03	-5.594033e-02
0.000000e+00	-3.694524e-03	3.694524e-03	2.131980e-03	-5.565644e-02
0.000000e+00	-3.657579e-03	3.657579e-03	2.131921e-03	-6.079639e-02
0.000000e+00	-3.621003e-03	3.621003e-03	2.131868e-03	-5.800041e-02
0.000000e+00	-3.584793e-03	3.584793e-03	2.131820e-03	-4.654039e-02
0.000000e+00	-3.548945e-03	3.548945e-03	2.131777e-03	-4.854243e-02
0.000000e+00	-3.513456e-03	3.513456e-03	2.131738e-03	-5.013995e-02
0.000000e+00	-3.478321e-03	3.478321e-03	2.131704e-03	-3.654698e-02
0.000000e+00	-3.443538e-03	3.443538e-03	2.131672e-03	-3.407108e-02
0.000000e+00	-3.409102e-03	3.409102e-03	2.131644e-03	-4.356395e-02
0.000000e+00	-3.375011e-03	3.375011e-03	2.131619e-03	-2.969581e-02
0.000000e+00	-3.341261e-03	3.341261e-03	2.131596e-03	-3.531614e-02
0.000000e+00	-3.307849e-03	3.307849e-03	2.131575e-03	-3.680870e-02
0.000000e+00	-3.274770e-03	3.274770e-03	2.131557e-03	-3.293951e-02
0.000000e+00	-3.242022e-03	3.242022e-03	2.131540e-03	-2.177791e-02
0.000000e+00	-3.209602e-03	3.209602e-03	2.131525e-03	-1.782941e-02
0.000000e+00	-3.177506e-03	3.177506e-03	2.131511e-03	-1.592169e-02
0.000000e+00	-3.145731e-03	3.145731e-03	2.131499e-03	-1.048061e-02
0.000000e+00	-3.114274e-03	3.114274e-03	2.131488e-03	-1.376088e-02
0.000000e+00	-3.083131e-03	3.083131e-03	2.131478e-03	-1.591314e-02
0.000000e+00	-3.052300e-03	3.052300e-03	2.131470e-03	-1.533512e-02
0.000000e+00	-3.021777e-03	3.021777e-03	2.131462e-03	-1.331750e-02
0.000000e+00	-2.991559e-03	2.991559e-03	2.131454e-03	-1.337209e-02
0.000000e+00	-2.961643e-03	2.961643e-03	2.131448e-03	-1.333744e-02
0.000000e+00	-2.932027e-03	2.932027e-03	2.131442e-03	-1.952210e-02
0.000000e+00	-2.902707e-03	2.902707e-03	2.131437e-03	-2.765575e-02
0.000000e+00	-2.873680e-03	2.873680e-03	2.131432e-03	-3.901285e-02
0.000000e+00	-2.844943e-03	2.844943e-03	2.131428e-03	-4.610056e-02
0.000000e+00	-2.816493e-03	2.816493e-03	2.131424e-03	-4.325378e-02
0.000000e+00	-2.788328e-03	2.788328e-03	2.131421e-03	-4.455443e-02
0.000000e+00	-2.760445e-03	2.760445e-03	2.131418e-03	-4.931832e-02
0.000000e+00	-2.732841e-03	2.732841e-03	2.131415e-03	-5.586712e-02
0.000000e+00	-2.705512e-03	2.705512e-03	2.131412e-03	-5.329361e-02
0.000000e+00	-2.678457e-03	2.678457e-03	2.131410e-03	-4.505503e-02
0.000000e+00	-2.651673e-03	2.651673e-03	2.131408e-03	-5.049588e-02
0.000000e+00	-2.625156e-03	2.625156e-03	2.131406e-03	-5.814143e-02
0.000000e+00	-2.598904e-03	2.598904e-03	2.131405e-03	-5.467841e-02
0.000000e+00	-2.572915e-03	2.572915e-03	2.131403e-03	-5.863282e-02
0.000000e+00	-2.547186e-03	2.547186e-03	2.131402e-03	-6.231968e-02
0.000000e+00	-2.521714e-03	2.521714e-03	2.131401e-03	-6.479798e-02
-4.386437e-02	-2.935141e-03	2.935141e-03	2.131400e-03	-6.537810e-02
-4.255176e-02	-3.331307e-03	3.331307e-03	2.131059e-03	-6.744387e-02
-3.797982e-02	-3.677792e-03	3.677792e-03	2.130500e-03	-6.684873e-02
-2.667163e-02	-3.907730e-03	3.907730e-03	2.129849e-03	-6.376786e-02
